Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
46,2,600,270,1,960,0,2,0,1,2
20,2,1300,198,2,1733,3,2,1,2,2
68,2,850,10,1,1555,1,1,1,2,2
61,1,800,458,2,40,0,1,1,1,2
78,2,950,379,1,2051,5,1,2,2,0
64,3,1100,312,1,820,1,1,1,2,0
69,2,900,338,1,491,5,1,1,2,2
72,4,272,16,1,1271,2,2,1,4,0
39,2,700,299,1,2036,5,0,1,2,0
13,2,1000,14,2,817,4,2,1,2,2
62,1,340,20,2,650,5,1,1,1,2
25,1,450,270,1,1790,2,2,0,1,0
7,2,710,270,1,131,5,2,1,2,2
31,1,400,17,2,1338,0,2,1,1,2
35,2,55,458,2,2039,2,2,1,2,2
18,2,1000,201,1,217,0,1,1,2,0
54,3,1000,270,1,1246,2,2,1,2,2
49,2,400,455,1,2169,4,2,1,1,2
75,2,720,349,1,490,5,2,1,2,0
28,2,1200,10,2,298,0,1,1,2,2
73,2,800,10,2,526,4,2,1,1,2
30,3,1500,455,2,266,4,2,1,2,2
30,1,600,267,1,561,0,1,0,1,2
72,1,400,455,1,1762,4,1,1,1,0
37,3,1280,455,2,1016,1,1,1,2,2
7,2,600,447,2,1975,4,2,1,2,2
31,2,660,69,1,729,5,1,1,2,0
39,1,520,372,2,2116,5,1,1,2,2
18,3,1800,271,2,618,2,0,1,3,2
27,1,160,447,2,1052,4,2,1,1,2
35,2,680,67,1,1493,5,2,1,2,0
31,1,512,14,1,1506,2,0,1,1,0
2,2,650,196,1,2229,4,2,1,1,2
40,3,1200,22,2,453,2,1,2,2,2
7,2,600,17,2,1297,5,1,1,1,2
42,4,2308,439,1,2145,5,1,1,6,0
69,1,40,267,1,1824,2,0,1,1,0
64,2,950,455,2,1201,1,1,1,2,2
24,1,450,267,1,1090,0,0,1,1,2
44,2,450,16,1,2039,2,2,0,1,2
20,3,1200,198,2,25,3,1,1,3,2
14,1,500,457,2,1996,1,2,1,1,2
47,2,450,447,1,1813,2,0,1,1,2
62,3,1300,171,2,1359,1,0,1,3,2
18,2,600,313,2,1276,2,1,1,2,2
73,3,1800,196,1,1934,2,1,1,3,0
66,2,800,270,2,2156,0,1,1,1,2
22,3,1603,362,1,1156,0,1,1,3,0
57,2,1200,271,2,1412,3,2,1,2,2
39,2,625,14,1,893,0,1,1,2,2
7,1,120,10,2,1331,2,2,1,1,2
28,2,800,10,2,1056,3,1,1,2,2
69,2,850,315,1,115,5,2,1,2,0
14,2,805,455,2,1011,1,1,1,2,2
75,2,650,10,2,831,1,1,1,2,2
50,1,450,458,1,1321,0,1,0,1,2
28,2,1200,196,2,856,3,0,1,2,2
59,1,200,313,2,1945,0,2,1,1,2
25,2,300,458,1,38,0,1,1,2,2
29,1,350,447,2,1291,1,2,1,1,2
59,1,300,458,2,971,0,1,1,1,2
29,1,450,447,2,1997,1,2,1,1,2
66,2,730,338,1,1615,5,2,2,2,0
5,1,700,17,2,1699,2,1,1,1,2
43,1,500,198,2,245,0,2,1,1,2
26,2,1000,271,1,219,3,1,1,2,2
51,3,892,198,1,618,2,2,1,2,2
30,3,950,312,1,2170,1,1,1,2,2
69,3,3000,17,2,472,2,1,1,4,0
22,3,1500,331,1,449,2,1,1,3,0
33,1,100,196,2,326,3,2,1,1,2
14,3,1500,458,2,1845,3,1,1,2,2
67,3,1360,372,2,190,3,1,1,3,2
78,1,365,169,1,1181,5,0,2,1,0
14,3,1500,271,2,1595,3,2,1,3,2
47,1,500,17,2,629,5,1,1,1,2
29,1,300,14,1,1333,4,1,0,1,0
31,1,600,270,2,503,0,2,0,1,2
7,1,500,270,2,866,0,1,1,1,2
75,4,1250,202,1,115,5,0,2,4,0
29,2,1170,198,2,1877,3,2,1,2,2
55,2,1250,447,2,964,4,2,1,2,0
71,1,300,455,1,964,4,2,1,1,2
47,2,180,455,1,891,3,2,1,2,2
69,2,1000,10,1,745,0,2,1,2,2
55,2,980,143,2,1308,0,0,1,2,2
24,1,800,1,1,1310,1,2,1,1,2
8,2,749,198,2,1980,1,2,1,2,2
45,2,570,14,2,337,0,1,1,2,2
77,1,490,198,1,1870,5,1,0,2,0
26,3,1250,198,1,385,2,2,0,2,0
3,2,1300,1,2,1780,4,2,1,2,2
32,2,890,256,2,1464,1,2,0,2,2
71,2,850,466,1,1924,0,1,2,2,2
55,3,850,349,1,1297,5,2,2,3,0
78,1,460,35,1,430,5,1,1,2,0
6,1,700,198,2,2057,0,1,1,2,2
59,2,167,447,2,694,3,2,1,2,2
57,2,980,271,2,1098,3,1,1,2,2
78,3,1300,270,1,269,0,1,1,2,0
16,1,300,14,2,1415,4,2,1,1,2
43,1,300,455,2,1321,0,2,1,1,2
37,4,3000,270,2,737,3,1,1,4,2
43,1,300,187,1,1927,5,1,1,1,0
75,2,1210,99,2,1464,1,1,1,2,2
8,1,1300,447,1,996,3,0,1,1,2
33,2,1100,196,2,1235,3,0,1,2,2
70,3,900,198,1,1485,2,2,0,2,2
39,3,1000,198,1,1450,3,1,1,2,2
59,3,1060,197,1,1274,1,2,0,2,2
39,3,2100,14,1,2032,3,0,1,3,2
63,3,1550,313,1,1070,3,2,0,2,2
69,2,1000,14,2,781,0,1,1,2,2
5,2,850,267,1,1694,2,2,1,2,2
73,3,1100,267,1,541,2,1,1,2,2
69,2,994,192,1,56,5,1,1,2,0
46,2,905,273,2,934,0,1,2,2,2
56,1,420,267,2,562,4,2,0,1,2
61,1,600,457,2,1023,1,2,1,1,2
13,2,1280,459,1,807,0,2,1,2,2
53,2,750,297,1,1777,5,0,1,2,0
35,1,600,455,1,260,4,2,1,1,2
47,2,710,339,1,282,5,1,1,2,0
7,3,1200,455,1,1508,4,2,0,2,2
69,2,75,270,2,394,2,2,1,2,2
78,3,1050,274,1,75,5,2,0,3,0
35,1,450,10,2,559,0,1,1,1,2
77,2,850,7,2,1439,1,0,1,2,2
51,2,100,10,2,914,2,1,1,2,0
6,1,300,196,2,711,0,1,1,1,2
13,1,650,200,2,1667,0,1,1,1,2
5,1,500,200,1,561,0,1,0,1,2
71,2,1100,455,1,2085,0,1,1,2,2
28,1,200,312,2,1159,0,1,0,1,2
64,3,1500,313,2,1634,3,2,1,3,2
20,2,700,10,2,1991,1,1,1,2,2
73,1,450,16,1,1916,2,1,1,1,2
68,2,1050,1,1,1736,4,2,1,2,2
20,2,750,271,2,576,3,2,1,2,2
79,3,1700,384,1,1849,1,0,0,3,0
59,3,1500,459,2,811,0,0,1,3,2
22,3,1150,146,1,270,5,1,2,3,0
73,5,1880,120,1,1710,5,0,2,5,0
79,3,2300,200,1,147,3,1,1,3,0
69,1,500,10,1,750,0,1,1,1,2
45,2,1200,1,1,1960,1,2,0,2,2
68,2,750,447,2,175,4,0,1,1,2
51,2,1100,200,1,1303,0,2,1,2,2
78,3,1200,198,1,1510,2,1,0,2,0
75,2,985,384,1,390,5,2,1,2,0
53,1,400,196,2,1519,3,2,1,1,2
76,1,305,367,1,947,5,2,0,1,0
35,2,1200,196,2,2085,0,1,1,2,2
79,1,900,192,1,2195,3,2,2,1,2
27,3,1075,381,1,2046,1,1,2,3,0
53,2,750,457,2,42,1,1,1,2,2
22,3,1100,313,2,592,2,1,1,2,2
20,1,250,459,2,31,1,1,1,1,2
79,3,1157,317,2,978,1,2,1,3,2
78,1,450,16,1,1504,2,1,0,1,0
13,5,3300,455,2,2050,1,1,1,5,2
52,2,1000,455,1,1758,4,1,1,2,0
13,2,1000,313,2,899,0,1,1,2,2
76,2,900,196,2,878,0,1,1,2,2
75,2,1100,144,1,1436,1,1,2,2,0
79,1,600,477,1,1028,3,1,0,1,0
43,1,500,392,2,1547,5,1,1,2,2
69,2,1475,318,1,1704,0,0,1,2,0
21,2,450,16,1,1102,2,1,1,1,0
69,2,650,336,1,1873,5,2,1,2,0
62,4,3200,198,1,334,5,0,1,4,0
75,2,1100,16,2,899,0,1,1,2,2
62,1,500,198,2,766,0,1,1,1,2
72,2,1200,14,1,515,3,0,1,2,2
51,1,470,371,1,639,5,1,1,2,0
77,3,917,275,1,1849,1,1,2,2,2
14,2,780,10,2,1152,1,0,1,2,2
13,2,75,198,2,1486,2,2,1,1,2
57,3,1600,207,2,716,0,1,1,3,2
74,3,1800,198,1,1708,1,2,0,3,0
39,2,320,10,1,201,4,2,1,1,2
55,1,450,455,2,1861,4,2,1,1,2
46,3,1050,372,1,388,5,1,2,3,0
74,1,400,267,1,1465,0,1,1,1,2
77,3,1850,347,1,1511,3,0,0,3,2
62,2,1150,55,1,808,5,2,1,2,0
55,3,1430,196,2,866,0,1,1,2,2
26,3,1050,423,1,999,5,0,0,3,0
66,3,800,14,1,295,4,0,1,2,2
73,2,600,14,2,2092,0,2,1,2,2
28,3,1402,198,1,1536,1,1,1,3,2
32,2,600,14,1,250,0,1,1,1,2
43,1,600,270,2,1188,0,1,1,1,2
37,1,410,458,1,1196,5,2,0,1,2
71,2,800,16,2,515,3,1,1,2,2
39,4,5700,230,1,2234,0,1,1,4,0
13,2,750,315,2,1258,2,0,1,2,2
41,2,1124,17,2,2032,3,0,1,2,2
55,3,1450,168,1,733,5,0,2,3,0
27,2,1100,192,2,1626,0,1,1,3,2
18,3,2000,455,2,1687,2,2,1,3,2
27,3,800,457,2,1009,0,1,1,3,2
21,1,300,447,1,239,4,2,0,1,0
62,2,900,455,1,312,4,2,0,2,2
77,2,1000,196,1,156,3,1,1,2,2
71,2,1050,14,1,2057,0,1,1,2,2
35,2,1000,196,2,258,0,2,1,2,2
49,2,1100,270,2,891,3,1,1,2,2
64,1,450,16,2,1282,3,2,1,1,2
14,3,1600,200,2,1587,3,0,1,3,2
61,2,1000,1,2,1953,4,0,1,2,2
72,3,1800,155,1,1308,0,1,1,3,2
61,2,750,14,2,1464,1,1,1,2,0
76,3,2150,273,2,242,0,1,0,3,0
53,2,1000,270,2,1270,3,2,1,2,2
76,1,463,349,1,1651,5,0,1,2,0
51,1,100,267,2,416,2,0,1,1,0
59,2,1000,14,1,1358,4,1,1,2,2
32,1,400,196,1,560,0,1,1,1,2
18,2,650,270,2,214,0,1,1,1,2
42,2,600,455,2,755,4,1,1,1,2
31,2,1000,14,1,1215,3,1,2,2,2
63,3,1000,10,1,2122,0,0,1,3,2
38,2,950,192,2,2039,2,1,0,1,2
78,3,1100,113,1,1085,5,1,2,3,0
37,2,1200,457,2,1748,3,1,1,2,2
56,1,200,267,2,930,2,0,1,1,2
9,2,700,455,2,1460,1,2,1,2,2
14,2,927,271,2,188,3,1,1,2,2
56,2,84,198,1,1502,2,1,0,2,0
21,2,700,316,1,2161,5,1,1,2,0
70,2,60,198,2,794,2,2,1,2,2
23,2,1550,450,2,1070,3,0,2,2,2
71,3,1800,347,1,101,3,2,1,3,2
27,1,508,127,1,942,5,1,1,2,0
48,3,1350,57,1,554,5,0,1,3,0
23,3,1700,447,1,1990,1,0,1,6,2
3,2,1000,10,1,1311,4,1,1,3,2
62,2,750,16,1,1485,2,1,1,2,0
22,2,720,198,2,656,2,1,1,2,2
25,3,1073,411,1,1617,5,1,1,3,0
53,2,850,457,2,197,4,1,1,1,2
76,1,520,458,2,2039,2,0,1,1,2
53,3,1600,455,2,423,1,1,1,4,2
77,2,700,457,2,1350,1,1,1,2,2
7,1,649,267,2,2040,5,2,1,1,2
41,6,1800,14,2,272,1,0,1,6,2
62,3,1800,447,1,222,3,2,1,3,2
31,1,300,192,2,141,1,1,1,1,2
78,2,888,67,1,1831,5,0,1,2,0
14,2,1000,192,2,2071,1,1,1,2,2
67,1,620,372,2,2115,5,1,1,2,2
71,3,1500,198,2,1270,3,2,1,2,2
68,2,1100,10,1,647,1,2,0,2,0
67,2,1150,16,2,1824,2,2,0,2,2
75,3,1800,10,2,944,3,2,1,2,2
43,2,580,457,1,2123,0,1,0,1,2
68,2,1205,271,2,1532,3,0,1,2,2
51,2,1190,270,1,241,0,1,0,2,2
70,1,250,10,2,900,4,0,1,1,2
75,2,724,173,1,1814,5,1,0,2,0
78,3,1600,163,1,635,5,1,2,3,0
75,2,1100,17,2,1145,3,0,1,2,2
47,2,1200,458,2,859,0,1,1,1,2
43,1,350,337,1,1548,5,2,1,1,0
45,3,1600,457,1,1760,4,2,0,2,0
30,2,1000,1,1,971,0,2,0,2,0
77,2,800,10,2,1525,1,2,1,1,2
35,2,1110,10,1,1914,0,2,0,2,2
35,5,4500,389,1,225,5,0,0,5,0
51,1,430,390,1,640,5,2,2,2,0
23,2,700,455,2,260,4,1,1,1,2
13,2,1400,447,2,97,3,0,1,2,2
37,3,2700,401,2,1946,1,0,0,2,0
64,2,1000,348,2,2034,3,1,1,2,2
28,2,800,14,2,1523,1,1,1,2,2
33,2,1150,348,2,24,3,0,1,2,2
72,2,600,10,1,1627,1,1,1,1,2
76,2,650,297,1,49,5,2,2,2,0
9,2,1100,196,1,605,3,2,1,2,2
47,2,600,198,2,739,0,1,1,2,2
39,4,2550,270,2,660,2,1,1,4,0
71,4,4800,48,1,2234,0,1,1,4,0
75,2,1100,458,1,1345,1,2,1,2,2
64,2,900,447,2,1524,1,1,1,2,2
31,2,700,196,2,111,0,2,1,2,2
35,1,450,350,1,2064,5,0,2,2,0
78,2,777,174,1,729,5,0,1,2,0
48,2,425,196,1,1406,4,2,1,1,2
26,3,3250,201,1,2066,0,0,1,4,0
60,2,558,267,1,2009,4,2,1,2,0
77,2,1200,195,2,1341,3,0,1,2,2
62,2,1105,16,1,1944,0,0,1,2,0
55,3,1425,441,1,1985,5,0,0,4,0
45,3,1100,455,2,1544,1,1,1,2,2
47,3,600,198,1,2200,2,2,0,3,0
68,3,2000,14,2,146,1,2,1,3,2
12,2,800,196,2,1026,0,1,1,2,2
55,1,415,113,1,938,5,1,1,2,0
57,4,300,198,1,17,2,1,1,3,0
53,2,700,14,2,100,1,2,1,2,2
30,2,720,472,1,78,5,2,1,2,0
75,3,1680,388,2,866,0,1,1,3,0
75,2,890,192,2,2050,1,2,2,2,2
28,1,550,447,2,1805,1,2,1,1,2
13,3,1350,19,2,2067,2,1,2,3,2
70,2,650,270,1,1966,5,2,2,2,0
7,2,650,458,2,115,5,2,1,2,2
55,2,650,275,1,60,5,0,1,2,0
23,1,700,10,2,2071,1,2,1,2,2
52,2,1200,270,2,1530,2,1,1,2,2
31,4,2000,455,2,759,0,0,1,3,2
22,2,650,31,1,1838,5,1,1,2,0
73,4,2700,198,1,1584,2,1,0,4,0
75,2,750,203,2,114,5,0,0,2,2
28,1,320,196,2,1023,1,2,1,1,2
77,2,900,270,2,2050,1,1,1,2,2
51,3,1450,198,1,2058,2,1,0,2,0
68,2,800,312,2,146,1,1,1,2,2
18,2,700,312,1,612,4,0,1,1,2
68,2,1200,14,1,1418,1,1,0,2,0
75,2,600,458,1,139,2,1,0,2,0
40,1,428,380,1,436,5,1,1,2,0
13,2,800,14,2,1897,0,1,1,1,2
7,1,400,312,1,168,2,1,0,1,2
8,1,950,17,2,1037,3,1,1,1,2
65,3,1430,455,2,198,4,1,1,1,2
61,3,1250,14,2,1215,3,1,1,3,2
61,2,830,434,1,793,5,1,1,2,0
11,2,1200,14,2,460,3,1,1,2,2
63,2,1000,317,1,225,5,2,0,2,0
67,3,1350,200,2,885,3,1,1,3,2
51,2,700,270,1,1817,2,2,0,1,0
74,2,1200,1,1,2057,0,1,1,1,2
27,3,1125,403,1,2046,1,1,2,3,0
57,2,1100,457,2,1575,1,1,1,2,2
71,3,1146,10,1,407,1,1,1,2,2
75,2,1374,196,2,2016,3,1,1,2,2
57,2,1030,273,2,515,3,1,2,2,2
31,1,500,16,2,1159,0,1,1,1,2
59,2,850,198,2,878,0,1,1,2,2
79,2,1200,313,2,1151,3,0,1,2,2
75,4,2650,104,1,1114,5,1,1,3,0
27,2,900,198,1,1193,2,1,0,2,0
18,2,600,270,2,2042,2,2,1,2,2
7,2,60,14,2,1258,2,1,1,1,2
75,1,550,447,2,1523,1,2,1,1,2
69,1,460,381,1,388,5,2,1,2,0
26,2,650,198,1,395,2,2,1,1,0
37,1,450,10,2,1195,1,2,1,1,2
75,3,1330,60,1,1423,5,1,1,4,0
47,2,900,457,2,197,4,0,1,1,2
24,3,450,457,1,1971,1,1,0,3,2
18,1,600,457,2,890,0,2,1,1,2
43,2,719,94,1,1613,5,1,2,2,0
38,2,650,192,1,1995,1,0,1,2,2
14,1,650,14,2,228,3,1,1,1,2
78,2,760,256,1,1024,5,2,2,2,0
6,3,1600,14,2,611,4,2,1,2,2
69,1,650,455,1,613,4,0,1,1,2
12,3,1650,192,1,1988,1,1,2,3,2
35,3,900,196,2,1626,0,0,1,2,2
75,2,1000,196,2,1323,3,2,1,2,2
45,1,8000,458,2,0,3,2,1,10,2
31,2,540,16,2,210,2,2,1,1,2
24,2,1150,16,2,1008,3,2,1,2,2
43,1,250,196,2,335,0,2,1,1,2
76,2,710,110,1,55,5,1,1,2,0
75,3,100,196,2,696,2,1,1,2,0
79,3,1600,200,1,724,3,1,1,3,0
28,2,900,457,2,1023,1,2,1,2,2
20,2,1000,198,2,774,3,1,1,2,2
22,1,650,270,2,1075,2,0,1,1,2
31,1,475,29,1,1846,5,2,1,1,0
61,2,1200,198,2,222,3,2,1,2,2
61,2,1050,14,2,1041,1,1,1,2,2
7,4,900,271,2,1910,2,2,1,2,2
41,2,242,458,2,20,3,2,1,2,2
69,2,700,10,2,751,0,2,1,2,2
47,3,800,196,2,697,2,2,1,1,2
78,1,300,455,2,1275,1,2,1,1,2
68,2,840,196,2,1722,3,2,1,2,2
28,2,1100,185,1,823,0,1,1,2,0
39,3,1850,290,1,434,5,1,0,4,0
72,2,1100,192,2,272,1,2,1,2,2
70,3,1030,26,1,279,5,0,2,3,0
52,1,300,455,1,1762,4,1,1,1,0
61,3,700,14,2,794,2,0,1,2,2
14,2,750,447,1,1512,1,2,1,2,2
67,2,800,341,1,937,5,1,1,2,0
67,1,490,18,1,1293,5,0,1,1,0
18,2,900,270,2,1940,2,2,0,2,2
55,3,773,187,1,1308,0,1,0,2,0
18,1,530,457,2,1468,2,2,1,1,2
78,3,1300,10,2,1544,1,0,1,2,2
23,2,1330,10,1,1152,1,0,1,2,2
75,2,1000,14,2,2008,3,1,1,2,2
31,3,2400,270,2,2119,0,1,1,3,2
24,2,100,270,2,2162,3,2,1,2,2
43,2,865,17,2,112,0,1,1,2,2
7,1,350,17,2,1696,2,0,1,1,2
31,2,1065,200,1,745,0,1,1,2,0
67,1,350,16,1,1102,2,1,1,1,0
75,2,875,192,2,1152,1,1,0,2,2
47,2,1000,16,2,2141,0,2,1,2,2
41,4,2200,196,2,6,1,1,2,5,2
24,1,650,196,2,1463,3,2,1,1,2
79,1,750,267,1,773,3,1,2,1,2
53,1,700,455,2,1996,1,2,1,1,2
7,2,70,198,2,779,2,2,1,1,2
71,3,1100,10,1,2196,1,2,1,2,2
55,2,1050,17,2,756,0,1,1,2,2
61,3,1970,351,2,1025,3,1,1,3,2
53,1,600,196,2,2071,1,2,1,1,2
31,1,400,10,2,1945,0,2,1,1,2
68,2,600,200,1,334,5,0,1,1,0
43,2,800,348,1,2103,5,0,2,2,0
42,2,1160,271,2,1549,3,2,0,2,2
55,2,1010,10,2,2035,1,1,1,2,2
28,2,1030,198,2,1997,1,1,1,2,2
30,1,488,469,1,1066,5,1,1,2,2
67,4,3500,267,1,2065,2,1,0,6,0
36,1,400,312,1,991,4,2,1,1,0
50,1,250,297,1,383,5,2,1,1,2
43,1,700,198,2,1709,0,1,1,1,2
39,3,1260,249,1,76,5,2,2,3,0
39,2,1060,17,1,878,0,2,0,2,2
59,2,623,371,1,1852,5,2,2,2,0
7,2,810,267,2,2096,2,1,1,2,2
38,1,20,196,2,458,4,2,1,1,2
75,2,700,349,1,1170,5,0,0,2,0
62,2,800,192,2,2032,3,1,1,2,2
66,2,840,1,1,2211,1,2,1,2,2
69,2,720,359,1,2093,5,1,1,2,0
48,3,840,16,1,1294,4,2,0,2,2
75,3,2000,304,1,581,3,1,2,3,0
20,2,1050,10,1,1915,3,1,1,2,2
26,3,1330,476,1,1110,5,2,1,3,0
36,3,1150,198,1,1550,3,1,2,3,2
58,2,1500,14,2,2008,3,1,1,2,2
41,4,1300,334,1,887,5,1,1,4,0
69,4,2000,285,1,783,5,0,0,4,0
17,2,850,10,1,1890,4,2,0,1,2
75,2,1200,267,1,1205,1,1,1,2,0
62,3,1425,189,1,1524,1,1,1,2,2
35,2,50,198,2,1407,2,2,1,2,2
13,1,45,17,2,1102,2,1,1,1,2
74,2,640,447,1,1275,1,2,1,2,2
61,1,600,455,1,216,0,2,0,1,2
7,2,750,459,2,439,5,2,1,2,2
76,2,600,316,1,1174,1,0,1,2,0
38,1,500,246,1,1122,5,1,1,1,0
52,1,400,447,2,1217,1,2,1,1,2
55,3,1290,312,2,1541,1,2,1,3,2
39,2,950,203,2,891,3,1,1,2,2
62,3,1200,333,1,388,5,1,1,3,0
76,2,1000,312,1,780,0,0,1,2,2
75,1,300,270,1,139,2,1,0,1,0
62,2,750,203,1,1968,5,2,2,2,0
39,2,800,202,1,986,5,0,2,2,0
7,4,120,455,2,1697,2,0,1,4,2
24,2,1050,10,2,1251,1,1,1,2,2
31,3,1464,200,1,1866,0,1,1,3,2
20,2,1100,458,2,1257,3,1,1,2,2
23,2,950,347,1,1270,3,2,1,2,2
60,1,200,10,1,548,2,2,1,1,2
24,1,320,202,2,1819,5,1,1,1,2
32,2,800,196,1,139,2,2,1,3,0
45,2,1100,16,1,230,0,1,0,2,0
51,1,620,196,2,1741,5,0,1,1,2
13,3,125,270,2,2099,2,1,0,2,2
79,2,1100,313,1,724,3,1,1,2,0
71,3,2000,1,1,2212,1,0,1,3,2
49,1,400,19,1,655,5,2,1,1,0
65,3,2000,1,1,955,3,1,1,3,2
73,2,670,397,1,84,5,2,2,2,2
43,1,400,270,1,1078,2,1,1,1,0
35,2,650,455,2,755,4,2,1,1,2
20,1,550,270,2,1543,1,1,1,1,2
28,2,1100,200,1,1012,0,1,1,2,0
56,2,1000,198,1,1510,2,1,0,2,0
75,6,4200,455,2,1061,3,1,1,5,2
24,2,1600,455,2,1152,1,1,1,2,2
7,1,450,198,2,1002,2,2,1,1,2
55,2,1200,16,1,2234,0,0,1,2,0
76,1,410,435,1,1266,5,1,2,2,0
18,2,850,270,2,1301,0,1,1,1,2
31,1,400,14,2,347,0,1,1,1,2
14,2,490,1,2,564,4,1,1,1,2
73,1,450,447,1,100,1,1,2,1,2
33,4,1450,270,2,2006,1,1,1,4,2
77,2,900,455,2,2108,3,2,1,1,2
39,2,80,198,2,1636,2,1,1,2,2
71,2,600,112,1,1999,5,2,1,2,0
13,4,1000,458,2,560,0,1,1,2,2
49,4,1200,455,1,2009,4,2,1,1,2
72,1,444,402,1,1754,5,2,0,2,0
78,3,1330,153,1,1111,5,2,0,4,0
20,1,800,455,2,36,3,0,1,1,2
31,2,715,331,1,225,5,0,1,2,0
15,2,1450,196,2,1070,3,1,1,2,2
20,3,1012,196,1,1759,4,1,1,2,2
75,3,1500,198,1,1946,1,1,1,3,0
28,1,650,18,2,228,3,0,1,1,2
75,2,650,348,1,1776,5,1,1,2,2
31,2,950,196,2,371,2,2,1,2,2
41,2,1350,192,2,1434,3,2,1,2,2
43,1,400,273,2,294,5,2,0,1,2
70,2,500,312,1,2059,2,1,0,2,2
75,2,1100,196,2,708,0,1,1,2,2
25,1,385,364,1,50,5,2,2,1,0
25,2,600,10,2,237,4,1,1,1,2
14,1,700,196,2,171,1,2,1,1,2
28,2,800,425,1,225,5,0,1,2,0
67,1,400,192,2,1525,1,2,1,1,2
50,2,600,196,1,1376,5,2,2,1,2
56,2,720,447,1,1861,4,2,1,2,2
57,3,1651,196,2,1523,1,1,2,3,2
51,1,200,270,1,2200,2,2,0,1,0
33,1,450,350,1,645,5,2,1,1,0
79,2,1140,190,1,809,1,1,1,2,0
62,2,1000,198,2,652,0,1,2,2,2
75,3,960,434,1,12,5,1,2,3,0
62,1,800,192,1,831,1,1,1,1,2
69,1,470,245,1,1121,5,1,0,1,0
22,2,550,198,1,1103,2,1,1,2,0
33,2,1300,196,2,1283,3,2,1,2,2
75,2,1600,17,2,515,3,2,1,2,2
64,1,450,258,1,286,5,2,0,2,0
35,1,400,455,2,740,0,2,1,1,2
14,1,455,196,2,222,3,2,1,1,2
42,2,700,31,1,1623,5,0,1,2,0
75,2,770,16,2,955,3,1,1,2,2
73,2,700,10,2,817,4,2,1,2,2
30,3,1700,271,1,147,3,0,2,3,0
18,2,625,355,2,651,5,1,1,2,2
21,2,650,192,2,1011,1,2,1,2,2
16,2,700,455,1,86,1,1,1,1,2
69,3,2000,273,2,472,2,0,1,3,2
75,3,2100,455,2,1350,1,1,1,4,2
20,3,3050,455,2,1748,3,1,1,3,2
73,3,180,458,1,835,2,2,0,3,0
7,2,1200,198,2,766,0,1,1,2,2
7,4,1200,10,2,194,4,2,2,2,2
18,2,455,16,2,442,2,2,1,1,2
61,1,680,14,2,978,1,2,1,1,2
70,3,1250,10,2,819,4,2,1,2,2
55,2,1050,14,2,222,3,1,1,2,2
8,1,500,196,2,2084,3,2,0,1,2
78,3,1100,433,1,1615,5,1,0,3,0
50,3,1000,10,2,878,0,1,1,1,2
68,2,1300,10,2,596,3,1,1,2,2
73,1,450,270,1,1190,0,1,1,1,2
61,2,894,312,2,2005,1,1,1,2,2
22,3,1700,200,2,771,3,1,1,3,2
72,3,1255,64,1,281,5,0,1,3,2
43,2,900,196,2,1626,0,2,1,2,2
31,2,900,14,2,652,0,1,1,1,2
20,2,800,14,2,1995,1,2,1,2,2
51,2,1050,192,1,1249,0,1,2,2,2
14,3,1950,348,2,1748,3,1,1,3,2
71,1,600,14,2,1397,1,2,1,1,2
28,3,1500,14,2,351,1,1,1,2,2
78,1,625,198,1,760,0,2,0,1,0
41,2,800,16,1,1997,1,1,1,2,0
75,2,1200,455,2,1859,3,1,1,2,2
78,4,2000,430,1,869,5,0,1,4,0
50,2,600,16,1,239,4,1,0,1,2
75,1,580,10,2,1804,1,2,1,2,2
57,1,400,10,2,1648,3,2,1,1,1
59,3,1893,454,2,259,0,1,0,4,0
75,2,855,313,1,633,3,2,0,2,0
47,1,400,198,1,1369,2,2,1,1,0
73,2,800,198,2,1487,0,1,1,2,2
39,2,77,270,2,1207,2,2,1,1,2
49,2,500,43,2,755,4,1,1,2,2
74,2,1050,455,2,2085,0,0,1,2,2
77,3,1800,270,1,866,0,1,1,3,2
26,4,1950,198,1,395,2,1,1,4,0
14,1,700,10,2,1538,1,2,1,2,2
44,2,550,196,2,262,4,0,1,1,2
27,2,1200,458,2,335,0,1,1,2,2
73,3,1800,187,1,1000,5,0,2,4,0
58,1,90,455,2,648,2,2,1,2,2
39,1,475,312,1,1853,5,1,2,2,0
13,2,720,16,2,878,0,1,1,2,2
18,2,900,198,2,1075,2,2,2,2,2
41,2,1000,196,2,670,1,1,1,2,2
14,2,600,316,2,67,3,2,1,2,2
30,2,720,469,1,388,5,2,0,2,0
75,2,685,455,2,81,1,2,0,2,2
66,3,737,81,1,556,5,1,0,3,0
8,1,500,455,2,1475,1,2,1,1,2
38,2,1115,198,2,1735,0,0,1,2,2
46,3,1500,10,2,313,4,2,2,2,2
73,3,1550,198,1,1732,2,1,0,3,0
9,3,1200,458,1,192,0,1,1,2,2
71,3,1250,203,2,1671,3,1,1,2,2
62,3,1200,438,1,2148,5,0,1,3,0
42,2,990,267,2,1885,3,0,1,2,2
50,3,1450,313,2,1145,3,1,1,2,0
32,2,1066,16,2,2070,1,2,2,2,2
72,2,1000,455,1,2007,4,1,1,1,2
8,1,400,10,2,1785,1,2,1,1,2
35,1,600,271,2,559,0,1,1,1,2
29,3,1250,196,2,361,2,1,1,2,2
